Student_ID,Branch,Skills,Interest_Area,Preferred_Domain,Complexity,CGPA,Recommended_Project
ST0708,Civil,"Java, SQL, MATLAB, C++",Blockchain,Research,Beginner,7.46,
ST0709,EEE,"CSS, SQL",Embedded Systems,Industry,Beginner,8.61,
ST0710,Mechanical,"CAD, Java, HTML, CSS",Energy Systems,Industry,Intermediate,9.5,
ST0711,AI,"JavaScript, C++, Java",AI,Research,Beginner,6.0,
ST0712,EEE,"CAD, Java, SQL",AI,Academic,Advanced,8.6,
ST0713,Civil,"R, CAD",Web Dev,Research,Beginner,6.9,
ST0714,Biotech,JavaScript,IoT,Academic,Intermediate,9.67,
ST0715,Mechanical,"Java, HTML",Data Science,Research,Advanced,8.3,
ST0716,Mechanical,CAD,IoT,Research,Intermediate,6.36,
ST0717,EEE,"R, Python, MATLAB, CAD",Robotics,Academic,Beginner,8.02,
ST0718,Biotech,"HTML, C++, Python, R",IoT,Academic,Intermediate,7.65,
ST0719,CSE,"Java, R",Energy Systems,Research,Beginner,7.88,
ST0720,CSE,"CSS, MATLAB, R, Java",Data Science,Academic,Beginner,8.56,
ST0721,IT,"Java, SQL",Robotics,Industry,Intermediate,7.48,
ST0722,Mechanical,"CSS, Java, JavaScript, HTML",Energy Systems,Research,Intermediate,9.83,
ST0723,Mechanical,"C++, R",Data Science,Research,Intermediate,8.82,
ST0724,IT,CAD,Data Science,Research,Advanced,8.89,
ST0725,Chemical,"CAD, Python, JavaScript",IoT,Research,Advanced,6.57,
ST0726,AI,Python,Blockchain,Industry,Beginner,6.62,
ST0727,EEE,"HTML, C++, Python, R",Blockchain,Research,Advanced,9.75,
ST0728,EEE,HTML,Web Dev,Industry,Beginner,9.76,
ST0729,EEE,"Python, SQL, CSS, MATLAB",Energy Systems,Industry,Intermediate,7.95,
ST0730,ECE,"Python, CSS",Web Dev,Research,Beginner,6.33,
ST0731,IT,"Python, MATLAB, SQL, R",Embedded Systems,Industry,Intermediate,9.64,
ST0732,EEE,"Python, HTML, JavaScript",Robotics,Research,Beginner,9.22,
ST0733,Civil,"CAD, JavaScript, SQL",IoT,Research,Intermediate,6.52,
ST0734,EEE,"R, SQL, Java, MATLAB",Web Dev,Academic,Beginner,9.57,
ST0735,ECE,"HTML, SQL, C++, MATLAB",AI,Research,Intermediate,8.54,
ST0736,EEE,HTML,Web Dev,Research,Advanced,9.25,
ST0737,ECE,Python,Energy Systems,Industry,Beginner,8.35,
ST0738,AI,CSS,Embedded Systems,Academic,Intermediate,6.25,
ST0739,Civil,C++,Blockchain,Academic,Beginner,8.32,
ST0740,AI,"CAD, HTML, Python, MATLAB",Blockchain,Academic,Beginner,9.45,
ST0741,Chemical,"R, C++, HTML",Blockchain,Research,Intermediate,7.47,
ST0742,CSE,"CSS, MATLAB",AI,Research,Advanced,9.63,
ST0743,AI,"MATLAB, CAD",Energy Systems,Academic,Advanced,10.0,
ST0744,Civil,"MATLAB, JavaScript, Python",Energy Systems,Industry,Advanced,6.51,
ST0745,AI,"JavaScript, CAD",Embedded Systems,Research,Beginner,9.13,
ST0746,CSE,"C++, CSS, SQL, Java",Robotics,Industry,Beginner,6.54,
ST0747,Mechanical,"Java, MATLAB, R",AI,Research,Beginner,7.31,
ST0748,AI,R,AI,Academic,Intermediate,9.57,
ST0749,Chemical,"SQL, CSS, CAD, Java",Energy Systems,Academic,Beginner,8.44,
ST0750,IT,JavaScript,Blockchain,Industry,Intermediate,9.86,
ST0751,Chemical,"Python, Java, R",Web Dev,Industry,Advanced,7.75,
ST0752,IT,C++,AI,Research,Beginner,6.49,
ST0753,EEE,"C++, SQL, MATLAB",AI,Research,Advanced,9.39,
ST0754,ECE,Python,Web Dev,Research,Intermediate,9.03,
ST0755,Civil,"HTML, CAD, MATLAB",Energy Systems,Research,Advanced,9.49,
ST0756,ECE,"MATLAB, Python",IoT,Research,Beginner,8.25,
ST0757,ECE,"SQL, CSS",AI,Academic,Advanced,8.47,
ST0758,Chemical,"R, JavaScript, MATLAB",Data Science,Industry,Intermediate,6.16,
ST0759,Mechanical,CSS,Energy Systems,Research,Intermediate,9.6,
ST0760,Civil,MATLAB,Energy Systems,Industry,Beginner,8.79,
ST0761,Civil,"JavaScript, HTML",Data Science,Academic,Beginner,8.72,
ST0762,AI,"C++, Python",Robotics,Research,Beginner,8.27,
ST0763,Chemical,"C++, R, SQL",IoT,Academic,Advanced,8.89,
ST0764,CSE,"C++, R, CAD, JavaScript",Robotics,Industry,Intermediate,8.27,
ST0765,AI,"C++, SQL",Data Science,Industry,Intermediate,6.78,
ST0766,IT,JavaScript,Robotics,Academic,Advanced,7.36,
ST0767,EEE,C++,AI,Academic,Intermediate,7.53,
ST0768,AI,"MATLAB, Java, SQL, HTML",Web Dev,Research,Intermediate,6.38,
ST0769,ECE,"Python, R",Data Science,Academic,Intermediate,9.8,
ST0770,Chemical,"C++, CSS, MATLAB, Java",Energy Systems,Industry,Intermediate,8.21,
ST0771,Chemical,"Python, HTML",Embedded Systems,Academic,Intermediate,9.74,
ST0772,CSE,"HTML, CSS",Robotics,Industry,Intermediate,9.06,
ST0773,ECE,"MATLAB, C++, Python, CAD",Blockchain,Research,Intermediate,7.72,
ST0774,Chemical,"JavaScript, CSS",AI,Industry,Advanced,9.35,
ST0775,ECE,"R, SQL, C++",Energy Systems,Research,Beginner,8.79,
ST0776,Biotech,"Java, JavaScript, CAD",Blockchain,Research,Intermediate,6.58,
ST0777,Civil,"CSS, JavaScript",Blockchain,Academic,Beginner,8.86,
ST0778,Mechanical,"JavaScript, HTML, Java, R",Data Science,Academic,Advanced,8.82,
ST0779,AI,"CSS, MATLAB, R",Robotics,Research,Beginner,8.85,
ST0780,AI,"R, Java, SQL",Web Dev,Academic,Beginner,8.54,
ST0781,Chemical,"MATLAB, C++, CSS, HTML",AI,Research,Intermediate,9.65,
ST0782,AI,Java,AI,Research,Advanced,8.5,
ST0783,ECE,MATLAB,Web Dev,Industry,Intermediate,7.23,
ST0784,AI,"SQL, Python, R",Energy Systems,Industry,Intermediate,6.79,
ST0785,Biotech,"SQL, C++",Data Science,Academic,Beginner,6.85,
ST0786,Biotech,SQL,Energy Systems,Industry,Intermediate,7.73,
ST0787,EEE,CSS,Blockchain,Research,Advanced,6.84,
ST0788,IT,"HTML, JavaScript, Python, C++",Robotics,Academic,Beginner,8.82,
ST0789,AI,"CAD, Python, HTML, MATLAB",Robotics,Academic,Intermediate,6.84,
ST0790,AI,Python,Web Dev,Academic,Advanced,8.37,
ST0791,CSE,"Java, JavaScript, HTML, C++",AI,Academic,Advanced,6.92,
ST0792,EEE,C++,Web Dev,Academic,Intermediate,7.42,
ST0793,Biotech,"JavaScript, CAD, CSS, C++",Blockchain,Research,Beginner,8.84,
ST0794,Biotech,"CSS, R, HTML",IoT,Academic,Intermediate,9.99,
ST0795,Civil,"CSS, HTML, Java",AI,Industry,Intermediate,7.93,
ST0796,EEE,"C++, Java, JavaScript",Energy Systems,Industry,Beginner,7.6,
ST0797,IT,"CAD, Java",Blockchain,Industry,Beginner,8.29,
ST0798,EEE,"MATLAB, SQL, R, Java",Robotics,Academic,Intermediate,7.61,
ST0799,AI,"MATLAB, C++",AI,Research,Advanced,8.68,
ST0800,Biotech,"C++, SQL",AI,Academic,Intermediate,7.81,
ST0801,CSE,"R, MATLAB, Python",Energy Systems,Academic,Beginner,8.3,
ST0802,CSE,"MATLAB, C++, CSS",Blockchain,Research,Intermediate,7.84,
ST0803,AI,SQL,Embedded Systems,Academic,Beginner,7.45,
ST0804,IT,"C++, R, HTML, MATLAB",Web Dev,Academic,Intermediate,6.86,
ST0805,Biotech,"HTML, MATLAB, C++",AI,Academic,Intermediate,7.25,
ST0806,Biotech,"HTML, JavaScript, CSS",Energy Systems,Industry,Beginner,9.61,
ST0807,Biotech,"MATLAB, SQL, HTML",Embedded Systems,Academic,Advanced,8.13,
ST0808,IT,"CAD, R",Embedded Systems,Research,Beginner,8.79,
ST0809,Civil,"CSS, C++, Java",AI,Academic,Advanced,8.09,
ST0810,EEE,"CSS, HTML, SQL",Blockchain,Industry,Advanced,8.79,
ST0811,Biotech,"CSS, R",Data Science,Industry,Advanced,9.36,
ST0812,Chemical,"MATLAB, C++",Embedded Systems,Industry,Advanced,9.07,
ST0813,Civil,"HTML, Python, CAD, SQL",Robotics,Academic,Beginner,7.11,
ST0814,IT,"Python, HTML, C++",Blockchain,Industry,Intermediate,6.78,
ST0815,ECE,C++,Embedded Systems,Research,Intermediate,9.03,
ST0816,CSE,"JavaScript, C++, HTML, CSS",Embedded Systems,Academic,Intermediate,8.49,
ST0817,Chemical,"MATLAB, HTML, Python",IoT,Industry,Advanced,7.98,
ST0818,Mechanical,"HTML, JavaScript, R",AI,Academic,Advanced,7.2,
ST0819,Mechanical,"Python, SQL",Energy Systems,Research,Intermediate,8.65,
ST0820,AI,HTML,Data Science,Research,Beginner,6.94,
ST0821,ECE,R,Data Science,Research,Intermediate,7.45,
ST0822,CSE,"MATLAB, CAD, HTML, R",Web Dev,Research,Intermediate,7.92,
ST0823,Biotech,CAD,Blockchain,Academic,Beginner,8.39,
ST0824,CSE,CAD,Blockchain,Academic,Beginner,9.69,
ST0825,ECE,"CAD, Java",AI,Research,Intermediate,9.62,
ST0826,IT,"HTML, SQL, C++",Blockchain,Academic,Intermediate,8.27,
ST0827,EEE,"JavaScript, CSS, R",Robotics,Academic,Beginner,9.79,
ST0828,Mechanical,"MATLAB, JavaScript, C++, HTML",AI,Research,Intermediate,8.1,
ST0829,Biotech,"CSS, MATLAB, Python, R",Embedded Systems,Academic,Intermediate,9.62,
ST0830,CSE,"Java, Python, C++, CSS",AI,Research,Beginner,9.61,
ST0831,EEE,"JavaScript, SQL, HTML",IoT,Academic,Advanced,6.06,
ST0832,EEE,"R, CAD",Blockchain,Academic,Beginner,9.5,
ST0833,Biotech,"JavaScript, Java",IoT,Academic,Intermediate,8.75,
ST0834,Chemical,Python,Web Dev,Industry,Intermediate,7.47,
ST0835,IT,"HTML, C++, JavaScript, SQL",Web Dev,Research,Intermediate,7.89,
ST0836,Chemical,"Python, SQL, CAD",IoT,Academic,Beginner,7.66,
ST0837,CSE,"JavaScript, SQL, Python, CAD",Web Dev,Research,Beginner,6.43,
ST0838,EEE,CAD,Embedded Systems,Industry,Beginner,7.05,
ST0839,Chemical,"R, CSS, CAD, JavaScript",IoT,Research,Advanced,9.9,
ST0840,Biotech,"C++, R, HTML",Embedded Systems,Industry,Beginner,6.75,
ST0841,CSE,R,Data Science,Industry,Advanced,6.64,
ST0842,ECE,"SQL, MATLAB, CSS, HTML",Embedded Systems,Research,Intermediate,8.28,
ST0843,Civil,"Java, HTML, MATLAB, CAD",Data Science,Academic,Beginner,8.52,
ST0844,EEE,"SQL, Java, R",IoT,Research,Beginner,8.55,
ST0845,CSE,Python,Data Science,Research,Advanced,7.46,
ST0846,Mechanical,"MATLAB, SQL, Java",Embedded Systems,Research,Intermediate,6.26,
ST0847,CSE,CAD,Robotics,Research,Intermediate,7.19,
ST0848,IT,"Java, C++",Blockchain,Academic,Intermediate,9.72,
ST0849,Biotech,"CAD, SQL, HTML, Java",Robotics,Industry,Advanced,6.45,
ST0850,Mechanical,"C++, Java",Robotics,Research,Intermediate,8.9,
ST0851,EEE,"MATLAB, Java, JavaScript, Python",Embedded Systems,Research,Intermediate,7.77,
ST0852,AI,"HTML, SQL",Web Dev,Research,Intermediate,7.56,
ST0853,CSE,"R, HTML, C++, CSS",Data Science,Academic,Intermediate,9.69,
ST0854,EEE,R,Robotics,Industry,Beginner,9.56,
ST0855,EEE,"Java, C++",Web Dev,Academic,Beginner,8.91,
ST0856,EEE,"R, SQL, Java, HTML",Web Dev,Industry,Beginner,8.27,
ST0857,Civil,"CAD, HTML",Embedded Systems,Academic,Beginner,8.9,
ST0858,Civil,"SQL, Python, CAD",Blockchain,Industry,Advanced,8.12,
ST0859,Civil,Python,Robotics,Research,Intermediate,8.12,
ST0860,IT,SQL,Web Dev,Research,Beginner,8.07,
ST0861,ECE,"Python, CAD, Java, CSS",AI,Industry,Intermediate,9.81,
ST0862,ECE,JavaScript,Data Science,Research,Advanced,8.98,
ST0863,EEE,"HTML, MATLAB, C++",AI,Industry,Advanced,8.88,
ST0864,CSE,"C++, CAD, JavaScript",Embedded Systems,Academic,Advanced,8.56,
ST0865,EEE,"C++, HTML, SQL, R",Blockchain,Research,Intermediate,8.8,
ST0866,EEE,"R, CSS, SQL, C++",Blockchain,Academic,Advanced,6.96,
ST0867,Biotech,"C++, MATLAB, CAD, Python",Web Dev,Academic,Intermediate,8.04,
ST0868,CSE,CAD,Embedded Systems,Industry,Intermediate,6.2,
ST0869,Mechanical,R,IoT,Research,Beginner,7.04,
ST0870,CSE,"C++, JavaScript",Web Dev,Research,Advanced,6.01,
ST0871,EEE,"C++, CSS",IoT,Research,Intermediate,8.69,
ST0872,Mechanical,C++,Energy Systems,Research,Advanced,9.51,
ST0873,CSE,"Java, C++, CAD",Web Dev,Academic,Beginner,6.06,
ST0874,Biotech,Python,Embedded Systems,Research,Beginner,7.82,
ST0875,Biotech,"R, C++, Java",Robotics,Industry,Advanced,9.65,
ST0876,EEE,"CSS, MATLAB, HTML",IoT,Academic,Beginner,9.12,
ST0877,Mechanical,HTML,Embedded Systems,Research,Beginner,9.65,
ST0878,Chemical,"Python, HTML",IoT,Research,Beginner,7.59,
ST0879,Mechanical,"HTML, CAD, C++",Embedded Systems,Research,Beginner,8.2,
ST0880,CSE,"R, Python",Web Dev,Academic,Beginner,6.58,
ST0881,Civil,"CAD, SQL, HTML, R",Energy Systems,Industry,Intermediate,9.73,
ST0882,Mechanical,CAD,AI,Industry,Intermediate,7.87,
ST0883,Civil,"SQL, MATLAB, JavaScript",Web Dev,Research,Advanced,9.31,
ST0884,AI,"JavaScript, CSS, R",AI,Industry,Intermediate,9.9,
ST0885,ECE,"C++, R, MATLAB, SQL",Blockchain,Industry,Advanced,9.99,
ST0886,Civil,"CSS, HTML",IoT,Research,Advanced,8.63,
ST0887,Civil,"JavaScript, SQL, CSS",IoT,Industry,Advanced,8.76,
ST0888,EEE,"SQL, HTML, JavaScript, MATLAB",Blockchain,Academic,Advanced,9.04,
ST0889,Biotech,R,AI,Industry,Advanced,8.61,
ST0890,AI,"HTML, C++, SQL",Blockchain,Research,Beginner,9.61,
ST0891,CSE,MATLAB,Web Dev,Industry,Advanced,8.85,
ST0892,EEE,Java,Energy Systems,Academic,Advanced,7.7,
ST0893,Biotech,Python,AI,Research,Advanced,9.67,
ST0894,Mechanical,JavaScript,Web Dev,Research,Intermediate,8.56,
ST0895,EEE,"CSS, HTML, SQL, CAD",Blockchain,Industry,Advanced,8.88,
ST0896,CSE,"CSS, JavaScript",Embedded Systems,Academic,Beginner,8.51,
ST0897,Biotech,"MATLAB, JavaScript, C++, R",Energy Systems,Industry,Advanced,8.83,
ST0898,EEE,"JavaScript, Python, R",Data Science,Industry,Intermediate,7.65,
ST0899,IT,"MATLAB, Python, HTML, SQL",AI,Research,Advanced,8.53,
ST0900,AI,"HTML, CAD",Blockchain,Industry,Beginner,6.88,
ST0901,Biotech,"C++, Java",Robotics,Industry,Advanced,8.6,
ST0902,ECE,"SQL, C++, R",Blockchain,Academic,Beginner,6.72,
ST0903,Biotech,"Python, MATLAB",Robotics,Academic,Beginner,6.55,
ST0904,CSE,"CAD, MATLAB, CSS",Web Dev,Academic,Intermediate,9.01,
ST0905,AI,"CSS, MATLAB",AI,Industry,Intermediate,7.16,
ST0906,Civil,"Java, MATLAB, HTML",Web Dev,Academic,Beginner,6.35,
ST0907,CSE,JavaScript,AI,Research,Beginner,8.09,
ST0908,IT,"Python, JavaScript",AI,Academic,Advanced,9.19,
ST0909,IT,"JavaScript, MATLAB, HTML, CAD",AI,Industry,Intermediate,6.64,
ST0910,ECE,"CSS, Java, CAD",Embedded Systems,Research,Beginner,6.98,
ST0911,Civil,"CAD, Java",Embedded Systems,Academic,Intermediate,7.94,
ST0912,Mechanical,Python,AI,Industry,Advanced,7.85,
ST0913,IT,HTML,Blockchain,Academic,Advanced,8.58,
ST0914,EEE,"CAD, SQL",Blockchain,Research,Beginner,8.35,
ST0915,Mechanical,"R, SQL",AI,Industry,Advanced,9.03,
ST0916,Mechanical,"R, MATLAB, C++, CSS",Web Dev,Academic,Beginner,7.86,
ST0917,Civil,"SQL, CAD",Data Science,Industry,Advanced,6.97,
ST0918,Biotech,"CAD, MATLAB, HTML, CSS",Energy Systems,Academic,Advanced,9.04,
ST0919,Mechanical,CAD,AI,Academic,Advanced,8.32,
ST0920,EEE,"JavaScript, HTML",Energy Systems,Research,Beginner,8.09,
ST0921,Mechanical,CAD,Robotics,Academic,Advanced,9.39,
ST0922,CSE,"R, MATLAB, Python, JavaScript",Energy Systems,Research,Beginner,7.64,
ST0923,Biotech,"MATLAB, JavaScript, HTML, C++",Data Science,Academic,Beginner,6.4,
ST0924,Mechanical,"CAD, MATLAB, CSS",IoT,Academic,Beginner,9.98,
ST0925,Chemical,SQL,Blockchain,Academic,Advanced,6.39,
ST0926,AI,R,Blockchain,Academic,Advanced,7.88,
ST0927,EEE,"Python, SQL, HTML",Blockchain,Research,Beginner,6.73,
ST0928,ECE,MATLAB,AI,Research,Intermediate,9.2,
ST0929,CSE,"CSS, MATLAB",Embedded Systems,Industry,Advanced,7.18,
ST0930,CSE,HTML,Data Science,Research,Advanced,8.98,
ST0931,Chemical,"R, C++, MATLAB, Python",Robotics,Research,Beginner,6.97,
ST0932,IT,"SQL, CSS, C++, R",Robotics,Academic,Intermediate,9.12,
ST0933,AI,"HTML, C++, Python, CAD",Data Science,Academic,Advanced,9.36,
ST0934,ECE,R,Robotics,Academic,Advanced,6.68,
ST0935,IT,"HTML, Java",Robotics,Academic,Intermediate,8.29,
ST0936,Mechanical,JavaScript,Web Dev,Industry,Beginner,6.55,
ST0937,IT,MATLAB,Embedded Systems,Academic,Intermediate,7.02,
ST0938,CSE,"CAD, Python, JavaScript",Energy Systems,Academic,Advanced,8.33,
ST0939,Chemical,"JavaScript, CSS, Java, MATLAB",Blockchain,Research,Beginner,9.53,
ST0940,AI,HTML,Data Science,Academic,Advanced,6.51,
ST0941,AI,"CSS, MATLAB, R",Data Science,Research,Beginner,7.39,
ST0942,Mechanical,"Python, JavaScript",Robotics,Industry,Intermediate,7.38,
ST0943,Civil,Java,AI,Industry,Advanced,7.21,
ST0944,IT,"JavaScript, SQL, R",AI,Academic,Beginner,6.31,
ST0945,EEE,"CAD, JavaScript, CSS",Embedded Systems,Academic,Intermediate,7.02,
ST0946,CSE,"CAD, Python, MATLAB, C++",Robotics,Industry,Beginner,9.82,
ST0947,CSE,"R, HTML",Embedded Systems,Research,Advanced,9.78,
ST0948,Mechanical,"C++, CSS, Java, R",Data Science,Academic,Advanced,8.03,
ST0949,IT,CSS,Web Dev,Academic,Advanced,9.31,
ST0950,CSE,JavaScript,Energy Systems,Research,Beginner,7.3,
ST0951,Mechanical,JavaScript,AI,Research,Intermediate,8.02,
ST0952,IT,C++,Web Dev,Industry,Beginner,9.65,
ST0953,Civil,"MATLAB, JavaScript, Java, CSS",AI,Industry,Beginner,9.17,
ST0954,IT,"SQL, HTML, MATLAB",IoT,Research,Beginner,6.29,
ST0955,Mechanical,"CAD, HTML, R",Web Dev,Academic,Advanced,8.05,
ST0956,Civil,"MATLAB, JavaScript, HTML",Robotics,Academic,Advanced,8.66,
ST0957,Civil,"C++, CSS, Java",IoT,Academic,Intermediate,9.51,
ST0958,ECE,"C++, Java",Robotics,Industry,Intermediate,6.01,
ST0959,Civil,"R, HTML, Java, JavaScript",Energy Systems,Research,Intermediate,9.67,
ST0960,Biotech,SQL,IoT,Research,Intermediate,9.85,
ST0961,EEE,"SQL, Python, JavaScript, CAD",AI,Research,Intermediate,9.03,
ST0962,IT,"MATLAB, Java",Web Dev,Academic,Advanced,8.77,
ST0963,IT,"CSS, JavaScript",Robotics,Research,Beginner,8.79,
ST0964,Civil,"HTML, JavaScript",Embedded Systems,Industry,Beginner,8.48,
ST0965,IT,"SQL, CAD, C++, MATLAB",IoT,Industry,Advanced,9.14,
ST0966,CSE,"Java, HTML, Python",Energy Systems,Academic,Advanced,7.47,
ST0967,CSE,"HTML, JavaScript",Web Dev,Research,Intermediate,8.74,
ST0968,IT,"JavaScript, MATLAB",Embedded Systems,Academic,Beginner,9.32,
ST0969,IT,"SQL, CAD, HTML, Java",Web Dev,Academic,Intermediate,6.3,
ST0970,CSE,"JavaScript, R",IoT,Industry,Advanced,7.42,
ST0971,CSE,C++,Robotics,Industry,Intermediate,9.87,
ST0972,IT,"JavaScript, MATLAB",Robotics,Research,Intermediate,7.08,
ST0973,CSE,"MATLAB, CAD",Embedded Systems,Research,Advanced,8.48,
ST0974,ECE,"HTML, CAD, MATLAB, C++",Embedded Systems,Academic,Advanced,6.41,
ST0975,CSE,"Python, Java",Blockchain,Research,Beginner,8.54,
ST0976,Chemical,"JavaScript, MATLAB, Java, CSS",Web Dev,Research,Advanced,6.62,
ST0977,AI,CAD,Web Dev,Research,Beginner,7.17,
ST0978,Civil,HTML,Data Science,Academic,Advanced,9.31,
ST0979,AI,"JavaScript, Java, CSS, SQL",Energy Systems,Academic,Intermediate,6.36,
ST0980,Mechanical,"HTML, JavaScript, CAD",Embedded Systems,Academic,Beginner,8.22,
ST0981,AI,"CSS, C++, Java",Embedded Systems,Industry,Advanced,9.37,
ST0982,Chemical,JavaScript,Blockchain,Industry,Advanced,8.59,
ST0983,CSE,HTML,Robotics,Research,Advanced,7.04,
ST0984,ECE,"Java, HTML",IoT,Academic,Beginner,6.3,
ST0985,Civil,"Python, JavaScript, HTML",IoT,Academic,Beginner,6.25,
ST0986,ECE,"SQL, MATLAB, CAD",AI,Industry,Advanced,7.3,
ST0987,Civil,"MATLAB, Java",Embedded Systems,Research,Beginner,8.78,
ST0988,EEE,"R, CAD, JavaScript",AI,Industry,Intermediate,9.47,
ST0989,CSE,C++,Blockchain,Research,Intermediate,8.93,
ST0990,IT,"CSS, Python, R, SQL",IoT,Academic,Advanced,7.88,
ST0991,ECE,"R, Python, C++",Data Science,Academic,Intermediate,8.47,
ST0992,Mechanical,"CSS, R, Python",Blockchain,Academic,Intermediate,9.37,
ST0993,Mechanical,"SQL, R, C++, JavaScript",Web Dev,Academic,Beginner,6.9,
ST0994,Mechanical,C++,Web Dev,Research,Beginner,7.56,
ST0995,ECE,"Java, SQL",Embedded Systems,Academic,Beginner,6.25,
ST0996,Mechanical,"JavaScript, CAD, SQL, Python",Blockchain,Research,Intermediate,7.87,
ST0997,CSE,CAD,AI,Research,Beginner,8.69,
ST0998,IT,"Java, SQL, CAD, MATLAB",Blockchain,Industry,Beginner,6.84,
ST0999,CSE,"HTML, SQL",Web Dev,Research,Beginner,8.28,
ST1000,AI,"SQL, MATLAB, CSS",Robotics,Industry,Beginner,7.66,
ST1001,Chemical,"R, CSS",Robotics,Industry,Beginner,6.03,
ST1002,ECE,"CAD, MATLAB, C++",Energy Systems,Industry,Beginner,8.81,
ST1003,EEE,"SQL, C++, Java, CAD",Robotics,Academic,Beginner,6.4,
ST1004,ECE,R,Embedded Systems,Research,Beginner,8.74,
ST1005,AI,"Python, R, CAD, JavaScript",Robotics,Academic,Beginner,8.48,
ST1006,IT,JavaScript,Embedded Systems,Research,Intermediate,9.2,
ST1007,Mechanical,C++,Robotics,Industry,Beginner,9.44,
ST1008,IT,R,IoT,Academic,Intermediate,8.76,
ST1009,ECE,R,IoT,Industry,Intermediate,8.63,
ST1010,AI,MATLAB,Blockchain,Research,Intermediate,7.8,
ST1011,Civil,CSS,Data Science,Academic,Beginner,9.89,
ST1012,Chemical,"HTML, R, CSS",Embedded Systems,Academic,Intermediate,7.23,
ST1013,ECE,"C++, HTML, CSS",Robotics,Research,Intermediate,6.44,
ST1014,Mechanical,"Java, Python",Embedded Systems,Industry,Advanced,8.34,
ST1015,Mechanical,HTML,Energy Systems,Research,Advanced,8.53,
ST1016,CSE,"R, JavaScript, Python",Blockchain,Research,Beginner,9.47,
ST1017,Civil,"Java, CAD, C++, SQL",Energy Systems,Industry,Advanced,7.59,
ST1018,Biotech,HTML,Robotics,Academic,Intermediate,6.99,
ST1019,Chemical,Python,Robotics,Industry,Advanced,6.82,
ST1020,EEE,JavaScript,Robotics,Industry,Beginner,9.73,
ST1021,EEE,"R, SQL, MATLAB, C++",Data Science,Research,Intermediate,8.37,
ST1022,IT,"C++, CSS",Embedded Systems,Academic,Advanced,7.39,
ST1023,EEE,"SQL, Java",Data Science,Academic,Advanced,7.68,
ST1024,EEE,"HTML, SQL, Java",Data Science,Research,Intermediate,8.77,
ST1025,Mechanical,HTML,Data Science,Academic,Advanced,6.28,
ST1026,EEE,"C++, Java",Robotics,Research,Intermediate,6.25,
ST1027,IT,HTML,Web Dev,Academic,Intermediate,9.1,
ST1028,Biotech,"HTML, CAD, SQL, JavaScript",Robotics,Industry,Advanced,7.58,
ST1029,Chemical,"HTML, CAD",Blockchain,Industry,Advanced,7.79,
ST1030,Biotech,"MATLAB, R, HTML, C++",Energy Systems,Research,Advanced,8.85,
ST1031,Biotech,"SQL, CSS",Embedded Systems,Industry,Beginner,6.69,
ST1032,IT,"JavaScript, SQL, Python, R",Web Dev,Academic,Advanced,7.39,
ST1033,ECE,Python,Robotics,Industry,Beginner,8.03,
ST1034,ECE,CSS,AI,Industry,Beginner,9.22,
ST1035,Biotech,HTML,Web Dev,Academic,Beginner,7.03,
ST1036,Civil,"HTML, CAD, JavaScript",Web Dev,Academic,Beginner,8.87,
ST1037,Mechanical,"HTML, SQL",AI,Research,Intermediate,6.49,
ST1038,Civil,"HTML, SQL, CSS, MATLAB",AI,Academic,Intermediate,9.42,
ST1039,EEE,"C++, JavaScript",Web Dev,Research,Beginner,6.54,
ST1040,Mechanical,MATLAB,Embedded Systems,Industry,Intermediate,8.67,
ST1041,CSE,"CAD, R, MATLAB",Robotics,Academic,Intermediate,7.74,
ST1042,Mechanical,"C++, MATLAB",Web Dev,Academic,Beginner,8.11,
ST1043,IT,"C++, Python",Energy Systems,Academic,Beginner,7.68,
ST1044,IT,"Python, CAD, R, Java",Embedded Systems,Academic,Beginner,7.75,
ST1045,IT,"CAD, C++, HTML",Energy Systems,Industry,Intermediate,9.29,
ST1046,IT,CSS,Embedded Systems,Research,Beginner,6.14,
ST1047,CSE,"Java, C++",Blockchain,Research,Beginner,9.17,
ST1048,ECE,"Python, C++, Java",Energy Systems,Research,Intermediate,9.69,
ST1049,Mechanical,R,Data Science,Research,Advanced,7.49,
ST1050,CSE,"R, CSS",Blockchain,Industry,Advanced,8.34,
ST1051,IT,HTML,Blockchain,Research,Beginner,9.98,
ST1052,CSE,"CAD, MATLAB",IoT,Industry,Intermediate,6.92,
ST1053,Chemical,"Python, CAD, R",Web Dev,Research,Beginner,8.77,
ST1054,ECE,"Java, HTML, JavaScript",AI,Academic,Intermediate,7.74,
ST1055,IT,"C++, CAD, CSS",AI,Research,Beginner,8.3,
ST1056,ECE,"CSS, CAD, HTML",Web Dev,Industry,Advanced,7.31,
ST1057,ECE,"JavaScript, SQL, MATLAB",Blockchain,Industry,Beginner,7.22,
ST1058,Biotech,JavaScript,Robotics,Academic,Beginner,6.07,
ST1059,ECE,CSS,Data Science,Research,Beginner,7.42,
ST1060,Civil,Python,Robotics,Industry,Intermediate,9.51,
ST1061,IT,"Java, C++, SQL, MATLAB",Robotics,Academic,Advanced,8.26,
ST1062,CSE,"CAD, MATLAB, SQL",Web Dev,Research,Advanced,6.83,
ST1063,AI,"MATLAB, C++",Robotics,Academic,Beginner,8.73,
ST1064,Biotech,"CAD, SQL, HTML, CSS",Embedded Systems,Industry,Intermediate,8.59,
