Project Name,Description,Skills Required,Difficulty Level,Category,Resources,Student_ID,Branch,Interest_Area,Preferred_Domain,CGPA
Movie Recommendation System,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Advanced,AI/ML,https://www.tensorflow.org/,STU01060,ECE,IoT,Deep Learning,8.51
Banking System Simulation,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, NLP, NLTK",Intermediate,System Design,https://nltk.org/,STU01061,IT,Game Development,AI/ML,9.49
Chatbot,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Java, MySQL",Beginner,Data Structures,https://docs.djangoproject.com/,STU01062,CSE,AI/ML,Web Development,9.94
Weather App,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, API, Flask",Intermediate,Web Development,https://openweathermap.org/,STU01063,ME,Game Development,Game Development,9.07
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Advanced,Software Development,https://www.tensorflow.org/,STU01064,ME,IoT,Game Development,7.67
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Beginner,Game Development,https://openweathermap.org/,STU01065,CSE,Data Science,System Design,7.69
Library Management System,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","HTML, CSS, JavaScript",Intermediate,Web Development,https://kaggle.com/,STU01066,ME,Web Development,Data Structures,8.95
Sorting Visualizer,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, NLP, NLTK",Beginner,AI/ML,https://www.geeksforgeeks.org/,STU01067,ECE,Web Development,System Design,6.96
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Beginner,AI/ML,https://kaggle.com/,STU01068,ME,Data Science,Web Development,6.44
Chatbot,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","HTML, CSS, JavaScript",Intermediate,Software Development,https://kaggle.com/,STU01069,EEE,AI/ML,System Design,7.42
Library Management System,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","C++, Data Structures",Advanced,Software Development,https://www.tensorflow.org/,STU01070,IT,AI/ML,Game Development,7.15
Tic-Tac-Toe Game,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, NLP, NLTK",Intermediate,Deep Learning,https://kaggle.com/,STU01071,CE,Game Development,Data Structures,7.19
Chatbot,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Beginner,System Design,https://openweathermap.org/,STU01072,ECE,Data Science,Web Development,6.93
Weather App,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, Tkinter, Algorithms",Advanced,Machine Learning,https://www.geeksforgeeks.org/,STU01073,EEE,AI/ML,Game Development,6.17
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Beginner,Game Development,https://nltk.org/,STU01074,IT,Data Science,AI/ML,6.07
Weather App,Work on a project related to the assigned area with detailed objectives.,"Python, NLP, NLTK",Beginner,Machine Learning,https://freecodecamp.org/,STU01075,CSE,IoT,Deep Learning,9.95
Weather App,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","C++, Data Structures",Intermediate,Software Development,https://docs.djangoproject.com/,STU01076,ECE,Web Development,Web Development,7.71
Image Classifier,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Java, MySQL",Intermediate,Game Development,https://www.tensorflow.org/,STU01077,CE,Web Development,Data Structures,7.54
E-commerce App,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, TensorFlow, Keras",Beginner,Game Development,https://nltk.org/,STU01078,IT,Web Development,System Design,8.72
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Intermediate,Data Structures,https://docs.djangoproject.com/,STU01079,CE,Data Science,System Design,6.87
Chatbot,Work on a project related to the assigned area with detailed objectives.,"C++, Algorithms",Beginner,Software Development,https://www.geeksforgeeks.org/,STU01080,CSE,Data Science,Web Development,9.8
Image Classifier,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","C++, Algorithms",Beginner,Game Development,https://openweathermap.org/,STU01081,CSE,Game Development,Data Structures,9.15
Image Classifier,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, API, Flask",Beginner,Game Development,https://openweathermap.org/,STU01082,ECE,Web Development,Web Development,6.36
Weather App,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, NLP, NLTK",Beginner,Game Development,https://freecodecamp.org/,STU01083,ME,Game Development,Data Structures,7.67
Weather App,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Django, Python, SQLite",Advanced,Data Structures,https://docs.djangoproject.com/,STU01084,CSE,Web Development,System Design,9.52
Sorting Visualizer,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","HTML, CSS, JavaScript",Beginner,Data Structures,https://docs.djangoproject.com/,STU01085,IT,Game Development,Game Development,9.78
Library Management System,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Java, MySQL",Beginner,Deep Learning,https://www.geeksforgeeks.org/,STU01086,ME,Game Development,AI/ML,7.87
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Advanced,Deep Learning,https://www.tensorflow.org/,STU01087,EEE,IoT,Game Development,8.45
Weather App,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, TensorFlow, Keras",Intermediate,System Design,https://openweathermap.org/,STU01088,CE,Game Development,AI/ML,6.67
Library Management System,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Intermediate,Machine Learning,https://openweathermap.org/,STU01089,ME,Data Science,System Design,9.96
Library Management System,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, API, Flask",Beginner,Game Development,https://www.geeksforgeeks.org/,STU01090,CE,Game Development,Game Development,6.93
Personal Portfolio Website,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, API, Flask",Advanced,Data Structures,https://openweathermap.org/,STU01091,ME,Web Development,Game Development,9.77
Weather App,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, TensorFlow, Keras",Intermediate,Machine Learning,https://freecodecamp.org/,STU01092,EEE,Game Development,Web Development,8.6
Banking System Simulation,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Java, MySQL",Intermediate,Deep Learning,https://www.tensorflow.org/,STU01093,CSE,AI/ML,Deep Learning,8.43
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Beginner,Web Development,https://nltk.org/,STU01094,EEE,Blockchain,System Design,8.05
Tic-Tac-Toe Game,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, API, Flask",Beginner,Data Structures,https://freecodecamp.org/,STU01095,CSE,Web Development,Data Structures,6.92
Image Classifier,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, TensorFlow, Keras",Advanced,Machine Learning,https://nltk.org/,STU01096,CSE,AI/ML,System Design,6.71
Banking System Simulation,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, TensorFlow, Keras",Beginner,Machine Learning,https://nltk.org/,STU01097,CE,Web Development,Data Structures,6.88
Image Classifier,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Intermediate,Game Development,https://freecodecamp.org/,STU01098,IT,Data Science,Data Structures,6.75
Weather App,Work on a project related to the assigned area with detailed objectives.,"Python, TensorFlow, Keras",Advanced,Data Structures,https://www.geeksforgeeks.org/,STU01099,EEE,Blockchain,AI/ML,9.12
E-commerce App,Work on a project related to the assigned area with detailed objectives.,"C++, Algorithms",Beginner,Machine Learning,https://docs.djangoproject.com/,STU01100,ME,Blockchain,Data Structures,7.4
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Beginner,Machine Learning,https://www.tensorflow.org/,STU01101,EEE,Data Science,Data Structures,6.23
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Beginner,Software Development,https://openweathermap.org/,STU01102,CE,Blockchain,Web Development,9.88
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Beginner,Game Development,https://kaggle.com/,STU01103,CSE,Data Science,Game Development,9.54
Movie Recommendation System,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","C++, Algorithms",Beginner,System Design,https://nltk.org/,STU01104,CE,AI/ML,System Design,9.71
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"C++, Algorithms",Beginner,Game Development,https://openweathermap.org/,STU01105,ECE,IoT,System Design,9.98
Personal Portfolio Website,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, NLP, NLTK",Intermediate,Software Development,https://docs.djangoproject.com/,STU01106,ECE,Web Development,Data Structures,6.7
Movie Recommendation System,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Advanced,Game Development,https://openweathermap.org/,STU01107,ME,Data Science,Deep Learning,7.58
Chatbot,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, pandas, sklearn",Advanced,Web Development,https://www.geeksforgeeks.org/,STU01108,CE,Web Development,System Design,9.03
Tic-Tac-Toe Game,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Django, Python, SQLite",Beginner,Software Development,https://www.tensorflow.org/,STU01109,ME,AI/ML,Data Structures,8.78
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Intermediate,Data Structures,https://www.tensorflow.org/,STU01110,ME,IoT,AI/ML,6.62
Image Classifier,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","C++, Data Structures",Beginner,Deep Learning,https://kaggle.com/,STU01111,ECE,AI/ML,AI/ML,9.26
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"Python, TensorFlow, Keras",Beginner,Deep Learning,https://docs.djangoproject.com/,STU01112,ME,Blockchain,AI/ML,6.9
Library Management System,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, API, Flask",Beginner,Data Structures,https://www.tensorflow.org/,STU01113,ECE,Web Development,Data Structures,6.9
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"C++, Algorithms",Intermediate,Game Development,https://nltk.org/,STU01114,CSE,IoT,Web Development,8.15
Image Classifier,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Advanced,Deep Learning,https://kaggle.com/,STU01115,CE,Blockchain,Deep Learning,8.37
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Python, NLP, NLTK",Advanced,System Design,https://www.tensorflow.org/,STU01116,ME,IoT,Data Structures,8.32
Weather App,Work on a project related to the assigned area with detailed objectives.,"C++, Algorithms",Intermediate,Machine Learning,https://nltk.org/,STU01117,ECE,Blockchain,Web Development,6.37
Weather App,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, pandas, sklearn",Beginner,Game Development,https://freecodecamp.org/,STU01118,EEE,AI/ML,Web Development,9.51
Library Management System,Work on a project related to the assigned area with detailed objectives.,"Python, NLP, NLTK",Beginner,AI/ML,https://nltk.org/,STU01119,ME,Data Science,System Design,7.06
Image Classifier,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","HTML, CSS, JavaScript",Advanced,Web Development,https://nltk.org/,STU01120,IT,Web Development,Data Structures,6.52
Movie Recommendation System,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Java, MySQL",Intermediate,AI/ML,https://nltk.org/,STU01121,CSE,Game Development,Data Structures,9.55
Weather App,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, Tkinter, Algorithms",Advanced,Deep Learning,https://openweathermap.org/,STU01122,CSE,Game Development,Web Development,9.82
Weather App,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","HTML, CSS, JavaScript",Beginner,System Design,https://www.geeksforgeeks.org/,STU01123,EEE,AI/ML,Web Development,9.45
Image Classifier,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, TensorFlow, Keras",Beginner,Deep Learning,https://www.geeksforgeeks.org/,STU01124,ECE,Web Development,Web Development,9.24
Sorting Visualizer,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Django, Python, SQLite",Advanced,Deep Learning,https://kaggle.com/,STU01125,ME,Web Development,System Design,8.62
E-commerce App,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, Tkinter, Algorithms",Advanced,System Design,https://www.tensorflow.org/,STU01126,ECE,AI/ML,Data Structures,8.2
Chatbot,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, TensorFlow, Keras",Advanced,System Design,https://www.geeksforgeeks.org/,STU01127,CSE,Web Development,Web Development,6.35
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Intermediate,Data Structures,https://kaggle.com/,STU01128,ECE,Data Science,AI/ML,7.63
Library Management System,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","HTML, CSS, JavaScript",Advanced,AI/ML,https://www.tensorflow.org/,STU01129,CSE,AI/ML,Data Structures,7.49
Image Classifier,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Intermediate,Game Development,https://freecodecamp.org/,STU01130,ECE,Data Science,System Design,7.04
Chatbot,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","C++, Data Structures",Intermediate,Game Development,https://docs.djangoproject.com/,STU01131,EEE,Web Development,AI/ML,8.89
Weather App,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, pandas, sklearn",Beginner,Game Development,https://www.geeksforgeeks.org/,STU01132,CE,AI/ML,Game Development,7.98
Chatbot,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, NLP, NLTK",Beginner,System Design,https://www.geeksforgeeks.org/,STU01133,EEE,Web Development,Data Structures,6.32
Personal Portfolio Website,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, API, Flask",Beginner,Web Development,https://openweathermap.org/,STU01134,EEE,AI/ML,Game Development,6.88
Banking System Simulation,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, NLP, NLTK",Advanced,Data Structures,https://www.tensorflow.org/,STU01135,CE,Web Development,Web Development,8.73
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Intermediate,System Design,https://docs.djangoproject.com/,STU01136,CE,Data Science,System Design,6.3
Personal Portfolio Website,Work on a project related to the assigned area with detailed objectives.,"Python, TensorFlow, Keras",Intermediate,System Design,https://www.geeksforgeeks.org/,STU01137,ME,Data Science,Web Development,9.4
Sorting Visualizer,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, API, Flask",Beginner,Game Development,https://openweathermap.org/,STU01138,ME,Web Development,System Design,7.98
Image Classifier,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","C++, Data Structures",Intermediate,Data Structures,https://www.tensorflow.org/,STU01139,EEE,AI/ML,Deep Learning,7.92
Image Classifier,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, API, Flask",Advanced,Software Development,https://nltk.org/,STU01140,EEE,Game Development,Web Development,8.37
Image Classifier,Work on a project related to the assigned area with detailed objectives.,"C++, Data Structures",Advanced,Web Development,https://kaggle.com/,STU01141,CSE,Data Science,Game Development,9.3
E-commerce App,Work on a project related to the assigned area with detailed objectives.,"Python, NLP, NLTK",Intermediate,Web Development,https://kaggle.com/,STU01142,CSE,Data Science,System Design,7.39
Movie Recommendation System,Work on a project related to the assigned area with detailed objectives.,"C++, Data Structures",Intermediate,System Design,https://www.tensorflow.org/,STU01143,ME,Blockchain,Web Development,8.71
Tic-Tac-Toe Game,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, API, Flask",Beginner,Deep Learning,https://nltk.org/,STU01144,IT,Game Development,Data Structures,8.26
Library Management System,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","C++, Algorithms",Intermediate,System Design,https://nltk.org/,STU01145,IT,Web Development,System Design,7.07
Banking System Simulation,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, TensorFlow, Keras",Intermediate,Machine Learning,https://openweathermap.org/,STU01146,ME,AI/ML,System Design,9.51
Library Management System,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Beginner,Machine Learning,https://nltk.org/,STU01147,CSE,Blockchain,Web Development,9.19
Weather App,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, pandas, sklearn",Beginner,AI/ML,https://www.tensorflow.org/,STU01148,CSE,Web Development,Deep Learning,8.63
Weather App,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Intermediate,Machine Learning,https://kaggle.com/,STU01149,IT,IoT,Web Development,9.4
Weather App,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Advanced,Game Development,https://freecodecamp.org/,STU01150,ECE,Data Science,Game Development,9.47
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Python, NLP, NLTK",Advanced,Software Development,https://www.geeksforgeeks.org/,STU01151,ECE,IoT,Game Development,8.83
Chatbot,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Advanced,System Design,https://docs.djangoproject.com/,STU01152,CSE,Data Science,System Design,9.35
Weather App,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Intermediate,Web Development,https://nltk.org/,STU01153,ECE,Data Science,System Design,8.79
Library Management System,Work on a project related to the assigned area with detailed objectives.,"C++, Data Structures",Advanced,Deep Learning,https://openweathermap.org/,STU01154,CE,IoT,Web Development,8.72
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Advanced,Game Development,https://kaggle.com/,STU01155,ME,IoT,Game Development,8.47
Sorting Visualizer,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","C++, Data Structures",Advanced,System Design,https://docs.djangoproject.com/,STU01156,ME,Web Development,Game Development,9.01
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Advanced,Software Development,https://www.geeksforgeeks.org/,STU01157,CSE,Blockchain,Deep Learning,6.63
Image Classifier,Work on a project related to the assigned area with detailed objectives.,"C++, Data Structures",Beginner,Data Structures,https://nltk.org/,STU01158,EEE,Blockchain,Data Structures,9.52
Weather App,Work on a project related to the assigned area with detailed objectives.,"C++, Data Structures",Advanced,Data Structures,https://www.geeksforgeeks.org/,STU01159,IT,IoT,Deep Learning,9.49
Movie Recommendation System,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, API, Flask",Intermediate,Web Development,https://docs.djangoproject.com/,STU01160,CSE,Web Development,AI/ML,6.12
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Advanced,Deep Learning,https://openweathermap.org/,STU01161,ECE,Blockchain,Deep Learning,9.3
Library Management System,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Django, Python, SQLite",Intermediate,Machine Learning,https://kaggle.com/,STU01162,IT,Web Development,Web Development,6.52
Movie Recommendation System,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, pandas, sklearn",Beginner,Web Development,https://kaggle.com/,STU01163,EEE,Web Development,Data Structures,7.34
Weather App,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Advanced,Machine Learning,https://nltk.org/,STU01164,ECE,Data Science,Web Development,8.97
Library Management System,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Intermediate,Data Structures,https://www.geeksforgeeks.org/,STU01165,CE,Blockchain,AI/ML,6.64
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Beginner,Game Development,https://nltk.org/,STU01166,ECE,Blockchain,Data Structures,9.27
Weather App,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Advanced,AI/ML,https://openweathermap.org/,STU01167,CE,Data Science,System Design,9.33
Personal Portfolio Website,Work on a project related to the assigned area with detailed objectives.,"Python, NLP, NLTK",Intermediate,Game Development,https://www.tensorflow.org/,STU01168,IT,IoT,Game Development,8.03
Movie Recommendation System,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Advanced,AI/ML,https://openweathermap.org/,STU01169,CE,Data Science,Deep Learning,6.03
Weather App,Work on a project related to the assigned area with detailed objectives.,"C++, Algorithms",Advanced,Web Development,https://www.tensorflow.org/,STU01170,IT,Blockchain,Web Development,7.15
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Advanced,Machine Learning,https://nltk.org/,STU01171,IT,Blockchain,AI/ML,8.47
Personal Portfolio Website,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Advanced,Software Development,https://kaggle.com/,STU01172,IT,IoT,Game Development,9.92
E-commerce App,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Advanced,Deep Learning,https://nltk.org/,STU01173,IT,Data Science,Deep Learning,8.53
Image Classifier,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Django, Python, SQLite",Advanced,Machine Learning,https://freecodecamp.org/,STU01174,IT,AI/ML,Game Development,7.04
Banking System Simulation,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","HTML, CSS, JavaScript",Beginner,Machine Learning,https://www.geeksforgeeks.org/,STU01175,ECE,AI/ML,Deep Learning,8.54
Personal Portfolio Website,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Intermediate,Software Development,https://kaggle.com/,STU01176,IT,IoT,System Design,8.16
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Intermediate,Software Development,https://kaggle.com/,STU01177,ECE,Data Science,Data Structures,9.12
